longitude,latitude,ll
5.670597294865463,43.17907540924901,0
5.68784021387668,43.1764879900691,0
5.690636284657169,43.16788996651751,0
5.68501391314447,43.16326098025616,0
5.683743964773987,43.15649667749899,0
5.685471026555094,43.15275927245087,0
5.691682051682745,43.1477727593303,0
5.695642255625002,43.14416384265125,0
5.701828918004114,43.14426772180986,0
5.708732800942171,43.14400237846098,0
5.714805293648489,43.14351080475121,0
5.716739318104134,43.1454471134253,0
5.718763315703674,43.14259217038253,0
5.72272081596751,43.13629138897148,0
5.726988791776759,43.13474672649799,0
5.73305552695762,43.13425092261073,0
5.739218728473681,43.1343492785442,0
5.744075604844825,43.133953783047,0
5.748171527792156,43.1339235871032,0
5.747854462201474,43.13185414609838,0
5.747582598347845,43.13007992021541,0
5.747036525999425,43.12652703540166,0
5.750008870897656,43.12718854233867,0
5.752440385563449,43.12699728586898,0
5.754285234835336,43.12834349499588,0
5.754737401300607,43.13129923177927,0
5.757121883779755,43.13349728874984,0
5.761349334372222,43.13434909402707,0
5.763689223184409,43.13625769393794,0
5.767331561272169,43.13865524990995,0
5.774523272606322,43.13746873318378,0
5.777580901820563,43.13332652769241,0
5.778883694844364,43.13112594394886,0
5.775061070533134,43.13024133071038,0
5.773304574907485,43.12679637370138,0
5.77190766558603,43.12302299648135,0
5.773209719042882,43.12082361914004,0
5.770151525395962,43.11957792189166,0
5.765968111924225,43.11632994894919,0
5.772217523544601,43.11701717999512,0
5.775499376471338,43.11704846670454,0
5.779992536819563,43.11698660423237,0
5.78354971912066,43.11608442855407,0
5.792802631831973,43.11234570041783,0
5.797479212097012,43.1134584536962,0
5.801210911103896,43.11375120120273,0
5.801932768519458,43.11578549123575,0
5.807638925318286,43.11292559176782,0
5.810331369981768,43.10911606116014,0
5.812097218050177,43.10612355125326,0
5.810497639868286,43.10434645915571,0
5.809604015557317,43.10287115066413,0
5.807606288723799,43.1026776568734,0
5.805515322014321,43.1018970178737,0
5.804482460575944,43.10055494091912,0
5.806215307139624,43.09910647309315,0
5.808144878353934,43.09895579614989,0
5.810406255334666,43.09769498300516,0
5.810881611350157,43.0965886594803,0
